member_id,full_name,gender,branch,occupation,phone_number,join_date,monthly_contribution_kes,member_status,national_id
MEM0268,Mary Ogol,Male,Kisumu,Driver,0733303258,2023-06-26,2000,Active,34243839
MEM0269,Caroline Murimi,Male,Nairobi,Engineer,0720769760,2022-04-07,1500,Active,27622942
MEM0270,Lydiah Odero,Male,Nairobi,Nurse,0733387230,2020-12-26,1000,Active,15695537
MEM0271,Laban Ngethe,Male,Mombasa,Police Officer,0729652501,2022-04-18,2500,Active,15307391
MEM0272,Chepkemoi Kirui,Male,Nairobi,Teacher,0711378196,2018-09-15,2500,Active,13359310
MEM0273,Rotich Odhiambo,Female,Nairobi,Teacher,0701447283,2018-09-20,3000,Active,10501251
MEM0274,Florence Kariuki,Female,Nairobi,Farmer,0720717766,2021-09-13,3000,Active,21699303
MEM0275,Faith Munyao,Female,Nairobi,Engineer,0720389666,2020-08-31,1500,Active,17472561
MEM0276,Collins Otieno,Male,Mombasa,Civil Servant,0700299829,2023-04-24,1500,Active,13091165
MEM0277,Henry Auma,Female,Kisumu,Accountant,0722707667,2021-01-30,2500,Inactive,24088931
MEM0278,Wangari Ouma,Female,Mombasa,Engineer,0701974692,2018-12-05,2000,Active,12225522
MEM0279,Purity Kilonzo,Male,Kisumu,Teacher,0733554515,2019-06-27,2000,Active,13771873
MEM0280,Stephen Kimani,Female,Mombasa,Shopkeeper,0729694188,2020-12-16,2500,Active,25961486
MEM0281,Chebet Kamau,Female,Kisumu,Small Business Owner,0701402418,2022-11-22,3000,Active,25583796
MEM0282,Gregory Aoko,Male,Nairobi,Police Officer,0733108739,2021-05-27,1000,Active,23927667
MEM0283,Mercy Chepkemoi,Female,Kisumu,Civil Servant,0729818826,2020-05-16,1500,Active,38727305
MEM0284,Ann Kuria,Female,Nakuru,Police Officer,0711588969,2023-05-30,500,Active,28009576
MEM0285,Stephen Onyango,Male,Nairobi,Civil Servant,0711648600,2019-03-10,2000,Active,24777903
MEM0286,John Ndolo,Male,Mombasa,Shopkeeper,0700754096,2023-03-18,500,Active,14509896
MEM0287,Njoroge Muturi,Male,Mombasa,Small Business Owner,0711418395,2021-01-09,1500,Active,38753318
MEM0288,Paul Kyalo,Female,Kisumu,Police Officer,0729402262,2022-03-27,1500,Active,30242418
MEM0289,Rotich Mwangi,Female,Kisumu,Small Business Owner,0733938635,2022-02-03,1000,Active,37159800
MEM0290,Mark Musyoka,Female,Nakuru,Nurse,0700116349,2021-11-13,2000,Active,31369315
MEM0291,Lilian Akoth,Male,Nairobi,Shopkeeper,0729142942,2019-02-16,500,Active,10024213
MEM0292,Pauline Ochieng,Male,Kisumu,Civil Servant,0712396765,2021-12-31,500,Active,20449886
MEM0293,Calvin Musyoka,Male,Nairobi,Nurse,0733155777,2019-10-01,2500,Inactive,25980079
MEM0294,Harrison Odhiambo,Female,Mombasa,Nurse,0729420677,2020-03-28,1500,Active,25753368
MEM0295,Calvin Wambua,Male,Kisumu,Police Officer,0722551226,2021-10-07,1000,Active,18618845
MEM0296,Rose Akello,Male,Nakuru,Small Business Owner,0701792325,2021-08-23,1500,Active,14301631
MEM0297,Atieno Otieno,Female,Nairobi,Police Officer,0722152326,2020-02-04,2500,Active,20833936
MEM0298,Irene Ogol,Male,Nairobi,Farmer,0700244408,2020-06-16,1000,Active,32024265
MEM0299,Simon Wainaina,Female,Kisumu,Teacher,0701397025,2023-01-17,2000,Active,28118926
MEM0300,Kamau Kimani,Male,Nairobi,Engineer,0711190181,2020-11-25,500,Active,22266920
MEM0301,Mutua Akello,Male,Nairobi,Civil Servant,0700249573,2020-07-13,500,Active,30589320
MEM0302,Agnes Owino,Female,Kisumu,Small Business Owner,0712553038,2018-09-05,1500,Active,32428854
MEM0303,David Chebet,Female,Kisumu,Police Officer,0733404928,2019-05-23,1500,Active,34035552
MEM0304,Rose Owino,Female,Nairobi,Teacher,0712133697,2019-04-06,2000,Active,13234589
MEM0305,Wanjiru Kariuki,Female,Nakuru,Police Officer,0729471858,2018-05-12,2000,Active,26031966
MEM0306,Victor Owino,Female,Kisumu,Accountant,0712951138,2019-11-24,5000,Suspended,26535681
MEM0307,Charles Mutua,Female,Kisumu,Shopkeeper,0720543089,2018-02-13,1500,Active,35122837
MEM0308,Chebet Wainaina,Male,Kisumu,Engineer,0720202905,2021-04-19,1000,Active,37886731
MEM0309,Lilian Akello,Male,Nairobi,Civil Servant,0700416693,2021-02-08,2500,Active,38587318
MEM0310,Stephen Chebet,Male,Mombasa,Teacher,0700281720,2019-04-17,1000,Inactive,29167618
MEM0311,Kariuki Ndolo,Female,Mombasa,Nurse,0720811902,2021-04-20,1500,Active,16586302
MEM0312,Laban Wainaina,Female,Kisumu,Farmer,0701943453,2019-03-28,500,Active,14222254
MEM0313,Thomas Okello,Female,Mombasa,Civil Servant,0711816514,2018-01-15,500,Active,17358860
MEM0314,Ann Gitonga,Male,Mombasa,Nurse,0712362165,2018-05-26,5000,Active,27271608
MEM0315,Collins Ogol,Male,Nairobi,Accountant,0711536535,2021-12-20,2500,Active,14355620
MEM0316,Tabitha Achieng,Female,Kisumu,Civil Servant,0712415686,2021-07-16,2000,Active,37026332
MEM0317,Joseph Ochieng,Male,Nairobi,Farmer,0700189755,2018-05-01,1500,Suspended,14784712
MEM0318,Dennis Mwenda,Female,Nairobi,Farmer,0700694191,2019-04-14,1000,Active,17568263
MEM0319,Duncan Matheka,Female,Kisumu,Civil Servant,0729672344,2018-05-19,1000,Active,32119414
MEM0320,Atieno Rotich,Female,Nairobi,Shopkeeper,0711494228,2023-01-29,1000,Active,12757804
MEM0321,Eric Kuria,Male,Nairobi,Civil Servant,0720200707,2018-03-06,1500,Active,34937158
MEM0322,Purity Ochieng,Male,Nairobi,Driver,0711652150,2022-10-27,2000,Suspended,13180597
MEM0323,Gerald Mutua,Male,Kisumu,Teacher,0729827851,2019-11-08,2000,Inactive,34067522
MEM0324,Francis Kyalo,Female,Nairobi,Police Officer,0701628288,2018-05-26,1000,Active,23550572
MEM0325,Beatrice Kimani,Male,Nairobi,Engineer,0701591130,2020-11-18,5000,Active,19472408
MEM0326,Isaac Gicheru,Male,Nakuru,Farmer,0701548443,2019-05-03,2000,Active,39760027
MEM0327,Emmanuel Wambua,Female,Nairobi,Police Officer,0729540932,2019-07-25,2000,Active,30636464
MEM0328,Joyce Gitau,Female,Mombasa,Civil Servant,0720583691,2021-10-02,2000,Active,13530872
MEM0329,Tabitha Chebet,Male,Nairobi,Engineer,0722686058,2020-09-21,1500,Active,18381185
MEM0330,Mwangi Yego,Male,Nairobi,Police Officer,0722904016,2019-03-15,1000,Active,17590797
MEM0331,Achieng Kirui,Female,Mombasa,Accountant,0720192724,2021-01-09,1500,Active,18411113
MEM0332,Robert Wanjiku,Male,Mombasa,Teacher,0711745092,2018-09-28,2500,Active,16195045
MEM0333,Irene Awuor,Female,Kisumu,Civil Servant,0700924843,2022-01-21,500,Active,34495751
MEM0334,Kamau Chepkemoi,Female,Kisumu,Farmer,0712708512,2023-03-31,1000,Active,32124764
MEM0335,Eric Anyango,Female,Kisumu,Driver,0701233457,2022-12-13,500,Active,20103512
MEM0336,Florence Ojwang,Male,Nairobi,Nurse,0700156136,2021-03-15,500,Active,21026850
MEM0337,Felix Wanjiku,Male,Nairobi,Shopkeeper,0720232053,2021-03-26,3000,Active,33839097
MEM0338,Irene Muthoni,Male,Nairobi,Nurse,0720802629,2020-08-26,2000,Active,25507152
MEM0339,Joseph Wanjiku,Female,Kisumu,Civil Servant,0722585289,2019-05-13,1500,Suspended,32426318
MEM0340,Ruth Akello,Male,Mombasa,Small Business Owner,0729979962,2022-05-26,500,Active,29823443
MEM0341,Edward Awino,Male,Mombasa,Teacher,0722188771,2020-08-26,1500,Active,27445517
MEM0342,Kariuki Okello,Female,Mombasa,Driver,0722383298,2022-07-12,1500,Active,27344432
MEM0343,Duncan Ojwang,Female,Nakuru,Police Officer,0733449682,2020-04-13,1000,Active,29366514
MEM0344,Mark Nderitu,Male,Kisumu,Police Officer,0733961866,2019-01-25,1500,Active,39648120
MEM0345,Ian Chepkemoi,Female,Nairobi,Farmer,0700692910,2018-07-13,1500,Active,18949835
MEM0346,Jacqueline Gitau,Female,Kisumu,Police Officer,0729824139,2018-07-18,2000,Active,35497798
MEM0347,Alice Mwenda,Female,Nairobi,Accountant,0701163821,2021-09-11,2000,Active,14419356
MEM0348,Wangari Ochieng,Female,Kisumu,Police Officer,0733876442,2020-06-01,500,Active,21003975
MEM0349,Emmanuel Achieng,Female,Nairobi,Nurse,0722835652,2019-12-27,1500,Inactive,24160673
MEM0350,George Ogola,Female,Nairobi,Driver,0712641342,2020-05-17,2000,Inactive,22575217
MEM0351,Emmanuel Kyalo,Male,Mombasa,Driver,0711689351,2020-04-21,1500,Active,32186251
MEM0352,Hellen Mugo,Female,Nairobi,Farmer,0729243028,2020-08-14,3000,Suspended,14872808
MEM0353,Njenga Mbugua,Female,Mombasa,Small Business Owner,0712808502,2022-11-05,2000,Active,29440382
MEM0354,Pauline Gicheru,Male,Kisumu,Teacher,0711415508,2022-02-02,1000,Active,34709830
MEM0355,Harrison Kirui,Female,Mombasa,Accountant,0700854075,2018-04-21,500,Active,38546380
MEM0356,Paul Gathogo,Female,Mombasa,Shopkeeper,0722944750,2021-10-11,2000,Inactive,11148410
MEM0357,Michael Kariuki,Female,Nakuru,Engineer,0729753959,2021-08-31,500,Active,35096565
MEM0358,Kevin Chepkemoi,Female,Mombasa,Civil Servant,0712220280,2021-08-16,2000,Active,36835874
MEM0359,Alex Maina,Male,Kisumu,Engineer,0733100037,2018-07-21,3000,Active,22919463
MEM0360,Lucy Waithaka,Male,Kisumu,Driver,0711733120,2018-05-05,2000,Active,31202382
MEM0361,Robert Otieno,Male,Nairobi,Driver,0733645073,2020-04-04,1500,Active,11611231
MEM0362,Njoroge Adhiambo,Male,Nakuru,Shopkeeper,0733359214,2022-01-31,2000,Active,36648757
MEM0363,Dennis Yego,Female,Mombasa,Shopkeeper,0712208639,2019-11-26,1500,Suspended,16640292
MEM0364,Lucy Mwenda,Female,Nairobi,Shopkeeper,0729125854,2022-06-28,1500,Active,16112693
MEM0365,Mwikali Mugo,Female,Nairobi,Civil Servant,0729509693,2022-10-31,3000,Suspended,10480557
MEM0366,Elijah Nderitu,Male,Mombasa,Accountant,0722227728,2018-08-12,1500,Inactive,14796755
MEM0367,Catherine Mwangi,Male,Nairobi,Driver,0700524209,2019-05-25,5000,Active,31294671
MEM0368,Janet Kilonzo,Female,Nairobi,Nurse,0729292984,2019-01-28,3000,Active,11144677
MEM0369,George Kyalo,Female,Nairobi,Police Officer,0712982608,2019-01-25,1000,Active,38030670
MEM0370,Kevin Kirui,Female,Mombasa,Farmer,0700961600,2021-01-03,500,Suspended,36668130
MEM0371,James Matheka,Male,Kisumu,Shopkeeper,0729790130,2020-07-07,1000,Active,17980228
MEM0372,Brian Kuria,Male,Nairobi,Farmer,0733553355,2018-10-15,500,Active,15431966
MEM0373,Eric Kuria,Female,Nairobi,Teacher,0711767101,2020-05-14,500,Active,23313177
MEM0374,Rotich Yego,Female,Kisumu,Teacher,0722293785,2019-01-11,2000,Suspended,20822390
MEM0375,Ian Ojwang,Female,Nairobi,Small Business Owner,0711958311,2019-07-25,500,Active,10393006
MEM0376,Sharon Chebet,Male,Mombasa,Teacher,0712279071,2020-08-05,1000,Active,29196045
MEM0377,Wangari Kariuki,Male,Nairobi,Teacher,0712599288,2019-05-27,2500,Active,26132178
MEM0378,Lilian Chebet,Female,Nairobi,Farmer,0729404124,2022-11-26,500,Active,26235139
MEM0379,Jacqueline Mwangi,Female,Nairobi,Driver,0700799961,2023-03-06,2500,Active,38778980
MEM0380,Janet Ngethe,Male,Nairobi,Police Officer,0733717363,2018-06-04,1000,Active,21539428
MEM0381,Purity Ogola,Female,Mombasa,Driver,0729485183,2020-06-26,1000,Active,16299786
MEM0382,Beatrice Okello,Male,Mombasa,Engineer,0700510191,2022-07-13,2000,Suspended,31096104
MEM0383,Agnes Muthoni,Male,Kisumu,Farmer,0720831541,2022-10-31,2000,Active,39176445
MEM0384,Laban Ngethe,Female,Nairobi,Teacher,0733586501,2022-10-20,3000,Active,37413618
MEM0385,Tabitha Njeri,Male,Nairobi,Driver,0720953009,2021-02-01,2000,Active,29367667
MEM0386,John Kimani,Male,Nairobi,Police Officer,0720255363,2018-07-20,2500,Suspended,23611585
MEM0387,Elijah Mwenda,Female,Kisumu,Small Business Owner,0722397189,2018-04-14,1000,Active,25170096
MEM0388,Gerald Onyango,Female,Mombasa,Nurse,0729225961,2021-08-28,1000,Active,17208706
MEM0389,Adhiambo Auma,Male,Nairobi,Driver,0720111554,2021-01-12,2500,Inactive,25206653
MEM0390,Francis Mulwa,Male,Kisumu,Small Business Owner,0700135739,2022-09-09,2500,Active,30847790
MEM0391,Kevin Njoroge,Female,Kisumu,Accountant,0729144702,2018-01-31,5000,Active,18818260
MEM0392,Njoroge Owino,Male,Nairobi,Driver,0701246070,2023-06-08,1500,Active,28316674
MEM0393,Isaac Yego,Female,Nairobi,Nurse,0729858188,2018-07-11,1500,Inactive,24759353
MEM0394,Njenga Ogol,Female,Mombasa,Police Officer,0729390354,2023-03-13,2500,Active,13953353
MEM0395,Lucy Okumu,Female,Nairobi,Accountant,0722266004,2022-03-24,1000,Inactive,34996724
MEM0396,Lucy Kamau,Female,Nairobi,Police Officer,0701624957,2022-10-05,3000,Active,19371927
MEM0397,Emmanuel Anyango,Male,Nairobi,Teacher,0712465779,2019-04-30,3000,Active,31993604
MEM0398,Dennis Muturi,Female,Mombasa,Police Officer,0720637966,2018-12-07,1500,Inactive,35786951
MEM0399,Purity Onyango,Male,Kisumu,Farmer,0733282973,2020-04-12,2500,Active,27263450
MEM0400,Mercy Ojwang,Female,Kisumu,Accountant,0711468959,2020-09-21,2500,Suspended,21319599
MEM0401,Florence Ojwang,Female,Nairobi,Teacher,0701581801,2020-09-12,1000,Active,21316386
MEM0402,Emmanuel Mugo,Male,Nairobi,Teacher,0711391860,2019-03-14,3000,Inactive,39948231
MEM0403,Henry Awuor,Female,Kisumu,Engineer,0700513064,2022-11-06,1500,Active,16251841
MEM0404,Lilian Onyango,Male,Nairobi,Engineer,0733980096,2020-04-01,2500,Active,18565923
MEM0405,George Wainaina,Female,Nairobi,Police Officer,0729494812,2023-01-23,1000,Active,21441490
MEM0406,Joshua Munyao,Male,Nairobi,Nurse,0729735271,2018-05-01,3000,Inactive,37078040
MEM0407,Atieno Akello,Female,Nairobi,Farmer,0711704020,2018-12-04,1500,Active,39258495
MEM0408,Joseph Oguta,Male,Nairobi,Farmer,0700235708,2020-02-16,500,Active,26352925
MEM0409,Beatrice Odhiambo,Female,Nairobi,Civil Servant,0701717456,2018-01-05,3000,Active,35904282
MEM0410,Edward Gitonga,Male,Nairobi,Farmer,0701712885,2020-03-10,500,Active,28418054
MEM0411,Florence Gicheru,Female,Mombasa,Farmer,0720170852,2019-06-28,1000,Active,25311424
MEM0412,Chebet Musyoka,Female,Nairobi,Civil Servant,0722130955,2023-03-13,5000,Active,32254912
MEM0413,Harrison Korir,Female,Nairobi,Shopkeeper,0711342959,2022-05-25,5000,Inactive,13238117
MEM0414,Eunice Waithaka,Male,Mombasa,Driver,0733797576,2022-05-27,2000,Active,32414786
MEM0415,Moses Kuria,Female,Kisumu,Farmer,0733623694,2020-07-20,2000,Active,38729787
MEM0416,Erick Mulwa,Male,Mombasa,Farmer,0729439381,2019-08-08,1500,Active,21488199
MEM0417,Faith Nderitu,Male,Mombasa,Civil Servant,0712909231,2020-05-16,1000,Active,35611068
MEM0418,Laban Nderitu,Male,Nairobi,Civil Servant,0712210553,2021-11-27,1000,Active,27417197
MEM0419,Achieng Musyoka,Female,Mombasa,Farmer,0711863534,2023-05-15,2000,Active,18820230
MEM0420,Thomas Mwangi,Female,Nairobi,Small Business Owner,0720892528,2022-02-05,2500,Active,12117880
MEM0421,James Kirui,Female,Nairobi,Accountant,0720167496,2022-05-24,2500,Active,36238031
MEM0422,Alice Nderitu,Female,Nakuru,Farmer,0722741627,2021-02-12,2500,Active,22261535
MEM0423,Ndegwa Munyao,Female,Mombasa,Teacher,0700220034,2021-09-17,500,Suspended,24311452
MEM0424,Catherine Mbugua,Male,Kisumu,Accountant,0722987936,2022-01-11,1500,Inactive,31551766
MEM0425,Florence Gicheru,Female,Kisumu,Small Business Owner,0733562976,2020-09-23,500,Inactive,10852751
MEM0426,Duncan Murimi,Female,Mombasa,Teacher,0701735996,2018-11-14,1500,Active,28230753
MEM0427,Grace Rotich,Female,Nairobi,Farmer,0722282522,2019-01-24,1500,Suspended,14235514
MEM0428,Tabitha Kilonzo,Male,Nairobi,Driver,0701212890,2019-08-31,3000,Inactive,13173696
MEM0429,Joseph Owino,Female,Nairobi,Teacher,0729495972,2019-03-22,1500,Active,17621052
MEM0430,Laban Ndolo,Male,Nairobi,Engineer,0711768357,2023-06-07,1000,Active,25348919
MEM0431,Ian Odero,Female,Mombasa,Nurse,0712305225,2018-04-30,1000,Active,37852794
MEM0432,Alice Munyao,Male,Kisumu,Engineer,0700614958,2021-04-01,2500,Active,13729137
MEM0433,Gregory Rotich,Female,Mombasa,Driver,0729811824,2022-02-15,2000,Active,14035851
MEM0434,Lucy Wanjiku,Male,Nakuru,Nurse,0700336450,2021-01-15,1000,Active,28470532
MEM0435,Alice Mugo,Male,Nairobi,Small Business Owner,0712878204,2018-05-05,500,Active,33914087
MEM0436,Laban Njoroge,Female,Mombasa,Civil Servant,0711555148,2022-03-12,2000,Active,19922496
MEM0437,George Adhiambo,Female,Nairobi,Driver,0712190196,2019-10-05,500,Active,14237899
MEM0438,Wanjiru Korir,Female,Kisumu,Farmer,0722759675,2018-04-28,2500,Active,39303311
MEM0439,Ann Mugo,Female,Kisumu,Small Business Owner,0733313426,2018-04-13,2000,Active,21664334
MEM0440,David Gitonga,Female,Nairobi,Driver,0722949355,2021-04-11,500,Suspended,20302230
MEM0441,Victor Awuor,Male,Nairobi,Teacher,0711105490,2020-09-03,500,Active,25185555
MEM0442,Ndegwa Ogola,Male,Nairobi,Accountant,0701912002,2020-10-26,5000,Active,24635238
MEM0443,David Kuria,Male,Nairobi,Small Business Owner,0720695900,2023-02-26,1500,Active,28565618
MEM0444,Irene Wambua,Female,Nairobi,Engineer,0733457261,2022-10-13,1500,Active,12783918
MEM0445,Adhiambo Muthoni,Male,Kisumu,Nurse,0711815507,2020-12-23,2500,Active,39090601
MEM0446,Calvin Waithaka,Male,Nairobi,Civil Servant,0729299372,2018-11-19,3000,Active,26935717
MEM0447,Patrick Gitau,Male,Kisumu,Shopkeeper,0712698076,2018-04-27,5000,Active,16127454
MEM0448,Mwikali Okello,Female,Nakuru,Accountant,0729625179,2023-05-22,2500,Active,23339836
MEM0449,Kevin Nderitu,Female,Nairobi,Driver,0701473801,2020-11-06,1500,Active,37515527
MEM0450,Simon Owino,Male,Mombasa,Shopkeeper,0711940534,2018-06-14,500,Active,39716619
MEM0451,Patrick Ogola,Female,Mombasa,Farmer,0733560197,2022-10-10,2500,Active,27143114
MEM0452,George Kamau,Female,Mombasa,Engineer,0720755853,2019-01-16,2000,Active,16539020
MEM0453,Lilian Mbugua,Female,Nairobi,Nurse,0720174310,2018-05-21,1500,Active,14754945
MEM0454,Lucy Mulwa,Female,Nairobi,Engineer,0733233370,2021-05-03,3000,Active,38186152
MEM0455,Edward Awino,Male,Nairobi,Farmer,0700205814,2018-05-20,1000,Active,32836286
MEM0456,Paul Ndegwa,Female,Kisumu,Small Business Owner,0733622937,2021-10-14,1500,Active,17444288
MEM0457,Mercy Kirui,Male,Mombasa,Teacher,0712153979,2022-11-01,500,Active,36035265
MEM0458,Collins Ngethe,Female,Kisumu,Nurse,0701123637,2019-04-27,1500,Active,10561004
MEM0459,Francis Chebet,Female,Nairobi,Driver,0712961224,2020-04-06,500,Inactive,16666497
MEM0460,Florence Kyalo,Male,Mombasa,Shopkeeper,0700968376,2018-09-03,1000,Active,34609233
MEM0461,Esther Chebet,Female,Kisumu,Civil Servant,0700509391,2023-04-13,1000,Active,34984489
MEM0462,Samuel Wanjiku,Male,Mombasa,Accountant,0701171253,2022-12-29,2000,Active,21876138
MEM0463,Wangari Anyango,Male,Mombasa,Shopkeeper,0711402062,2021-03-12,2000,Active,27635360
MEM0464,Jacqueline Owino,Female,Nairobi,Shopkeeper,0733660383,2019-05-20,2000,Active,30164076
MEM0465,Lilian Ojwang,Female,Nakuru,Teacher,0712994640,2021-03-31,5000,Active,36170366
MEM0466,Allan Awino,Female,Kisumu,Engineer,0700518612,2021-05-02,1500,Active,15092596
MEM0467,Charles Nderitu,Female,Kisumu,Small Business Owner,0722672461,2018-03-23,1000,Active,28887219
MEM0468,Grace Rotich,Female,Kisumu,Accountant,0733711081,2021-06-22,3000,Active,38854335
MEM0469,Thomas Chepkemoi,Male,Mombasa,Nurse,0729375831,2018-06-17,1000,Active,27802691
MEM0470,Gregory Yego,Male,Kisumu,Driver,0722133842,2020-05-08,5000,Active,27617594
MEM0471,Gregory Mwenda,Male,Nairobi,Teacher,0701541875,2021-09-08,500,Suspended,11576897
MEM0472,Jacqueline Chepkemoi,Male,Nairobi,Small Business Owner,0700310251,2021-04-10,5000,Active,36852269
MEM0473,Robert Chepkemoi,Female,Nairobi,Driver,0701901883,2021-03-03,500,Active,27889755
MEM0474,Daniel Ogol,Female,Nairobi,Nurse,0722246054,2020-12-06,3000,Active,22168721
MEM0475,Gregory Chebet,Female,Nairobi,Police Officer,0712673662,2019-10-10,1500,Active,28101180
MEM0476,Esther Wanjiku,Male,Nairobi,Engineer,0701894133,2023-03-30,5000,Suspended,17731731
MEM0477,Wangari Odero,Female,Kisumu,Driver,0722347062,2019-06-19,500,Inactive,33276533
MEM0478,Faith Njeri,Female,Nairobi,Engineer,0729176453,2019-02-23,2000,Active,27813043
MEM0479,Joyce Otieno,Female,Kisumu,Farmer,0722462645,2021-10-03,5000,Active,15595317
MEM0480,Fredrick Njoroge,Female,Nairobi,Civil Servant,0733536459,2022-01-06,1500,Active,22565199
MEM0481,Eric Rotich,Female,Mombasa,Shopkeeper,0733678211,2019-10-06,2000,Active,15326759
MEM0482,Philip Kariuki,Female,Nairobi,Farmer,0729235753,2019-05-04,2000,Active,13360076
MEM0483,Joseph Nderitu,Male,Mombasa,Small Business Owner,0700858466,2019-06-28,1500,Active,32830331
MEM0484,Njoroge Kamau,Female,Mombasa,Teacher,0722209116,2020-03-21,2000,Active,15557805
MEM0485,Patrick Rotich,Male,Kisumu,Engineer,0722620719,2018-09-26,2000,Active,31303955
MEM0486,Wambua Wainaina,Male,Kisumu,Small Business Owner,0712781927,2021-10-07,3000,Active,31283999
MEM0487,Chepkemoi Njeri,Male,Kisumu,Nurse,0701552476,2021-08-14,500,Active,38821271
MEM0488,Pauline Anyango,Male,Kisumu,Accountant,0729418157,2019-09-07,1000,Active,30742821
MEM0489,Grace Onyango,Female,Mombasa,Accountant,0712122484,2020-07-25,5000,Active,17591941
MEM0490,George Mureithi,Male,Nakuru,Shopkeeper,0722127633,2019-10-10,3000,Active,38294398
MEM0491,Laban Anyango,Male,Nairobi,Teacher,0712660134,2023-03-18,1500,Active,35202874
MEM0492,Ann Mugo,Female,Mombasa,Police Officer,0720815067,2022-03-20,2000,Active,34027857
MEM0493,Collins Gathogo,Female,Kisumu,Accountant,0722679334,2023-04-01,1000,Active,15101987
MEM0494,Collins Mutua,Male,Nairobi,Farmer,0729154673,2018-05-29,1000,Inactive,28146960
MEM0495,Patrick Kamau,Female,Kisumu,Civil Servant,0720902875,2018-01-20,1500,Active,30456981
MEM0496,Atieno Gakuya,Female,Nairobi,Driver,0720829222,2020-07-27,1500,Active,24227607
MEM0497,Njenga Muthoni,Male,Nairobi,Small Business Owner,0711550592,2021-06-26,2000,Active,38799607
MEM0498,Emmanuel Gitau,Male,Nairobi,Engineer,0720676239,2021-02-27,500,Inactive,16784576
MEM0499,Elijah Odhiambo,Female,Nakuru,Teacher,0711221197,2018-07-24,5000,Suspended,19342271
MEM0500,Patrick Gakuya,Male,Nairobi,Shopkeeper,0729223724,2018-05-31,5000,Active,11641220
MEM0501,Collins Munyao,Female,Mombasa,Farmer,0701468877,2021-01-06,2000,Active,23451060
MEM0502,Victor Waithaka,Male,Kisumu,Teacher,0712459793,2019-03-13,1500,Active,19948769
MEM0503,Alex Ndegwa,Male,Nairobi,Shopkeeper,0720160736,2020-11-02,1000,Active,23078591
MEM0504,Pauline Ogola,Female,Nairobi,Accountant,0712343304,2019-06-28,2500,Active,27506976
MEM0505,Moses Ogol,Female,Nairobi,Driver,0733717210,2018-09-29,2000,Active,24135278
MEM0506,Mercy Mwenda,Male,Nairobi,Farmer,0722338158,2023-03-27,1000,Active,39989088
MEM0507,Edward Chebet,Female,Kisumu,Nurse,0720883785,2019-12-16,3000,Active,25990224
MEM0508,Kevin Rotich,Male,Nairobi,Shopkeeper,0722940713,2022-12-10,2500,Active,25703613
MEM0509,Wanjiru Chebet,Female,Nairobi,Teacher,0722854793,2018-05-21,3000,Inactive,20801885
MEM0510,Boniface Korir,Female,Nairobi,Teacher,0712952095,2022-12-06,2000,Active,14567425
MEM0511,Achieng Owino,Female,Nairobi,Civil Servant,0722180333,2019-05-16,2000,Active,34211121
MEM0512,Harrison Mbugua,Male,Nairobi,Accountant,0722232871,2020-01-27,1500,Active,20066101
MEM0513,Chebet Kariuki,Male,Kisumu,Teacher,0729289365,2019-08-07,3000,Active,10011865
MEM0514,Daniel Okello,Female,Mombasa,Driver,0700145843,2018-11-20,3000,Active,12512236
MEM0515,Achieng Chebet,Female,Kisumu,Engineer,0701466652,2020-06-16,500,Active,18433209
MEM0516,Rose Mbugua,Female,Nairobi,Shopkeeper,0712406616,2022-09-04,500,Active,33767981
MEM0517,Mark Muturi,Male,Nairobi,Small Business Owner,0711735566,2021-01-17,1500,Active,28648123
MEM0518,Kamau Ojwang,Female,Mombasa,Small Business Owner,0720601954,2021-12-11,2500,Active,32418392
MEM0519,Thomas Aoko,Female,Nairobi,Nurse,0733788484,2019-09-12,5000,Inactive,20455740
MEM0520,Irene Ogol,Female,Mombasa,Accountant,0733180088,2021-06-06,1000,Active,17004648
MEM0521,Francis Mutua,Male,Kisumu,Farmer,0700670054,2022-07-11,2000,Active,34610850
MEM0522,Eric Ochieng,Female,Nakuru,Farmer,0712618970,2021-09-01,1500,Active,30572801
MEM0523,Charles Kamau,Male,Nakuru,Nurse,0701330987,2020-12-19,5000,Active,29930826
MEM0524,Gerald Mulwa,Female,Nairobi,Small Business Owner,0729847775,2018-01-17,2500,Active,12241932
MEM0525,Gerald Ndegwa,Female,Kisumu,Teacher,0700484757,2021-09-29,2500,Active,11987168
MEM0526,Isaac Ojwang,Male,Nairobi,Small Business Owner,0700785395,2022-08-01,1500,Active,35339285
MEM0527,Boniface Kimani,Male,Nairobi,Farmer,0712652436,2021-02-09,1500,Active,23769917
MEM0528,Catherine Yego,Male,Nakuru,Driver,0700434347,2019-09-06,1000,Active,14707796
MEM0529,Isaac Akoth,Male,Mombasa,Civil Servant,0733156620,2023-03-24,500,Inactive,14824844
MEM0530,Gregory Ndegwa,Female,Nairobi,Civil Servant,0701530790,2021-09-20,3000,Active,26137404
MEM0531,Hellen Mutua,Female,Kisumu,Engineer,0729393374,2018-08-01,2500,Active,37596549
MEM0532,Victor Njeri,Male,Nakuru,Engineer,0733313442,2023-04-07,5000,Suspended,15377196
MEM0533,Sharon Njeri,Female,Nairobi,Driver,0711982298,2022-12-04,5000,Active,35655481
MEM0534,Allan Akoth,Male,Nairobi,Shopkeeper,0712419751,2018-10-03,2000,Active,37078033
MEM0535,Catherine Mwenda,Male,Mombasa,Small Business Owner,0712228710,2019-06-26,2500,Active,18135710
